파하, 50, 192
타사, 55, 148
하아, 71, 157
타나, 65, 190
아마, 91, 173
타나, 51, 179
아차, 43, 163
사마, 97, 145
아사, 96, 146
사가, 42, 186
차마, 92, 188
파마, 88, 145
가카, 76, 155
다다, 89, 167
나나, 82, 159
라타, 74, 167
카차, 93, 180
나라, 40, 169
다바, 57, 199
다바, 68, 149
바아, 40, 158
바다, 75, 164
하라, 59, 175
아자, 90, 142
사라, 50, 158
마가, 47, 152
사자, 71, 169
하가, 70, 167
나바, 89, 169
카아, 61, 162
아마, 80, 140
타차, 89, 144
차하, 97, 151
바자, 51, 146
타바, 53, 160
파가, 61, 195
자파, 91, 142
사파, 92, 163
자아, 54, 192
마하, 75, 160
카하, 60, 160
나사, 73, 177
다바, 84, 185
타마, 61, 163
카파, 40, 160
사마, 88, 176
차마, 90, 169
마가, 48, 156
자다, 71, 145
사차, 44, 188
파하, 60, 155
자가, 82, 197
파타, 56, 150
나라, 55, 167
바바, 50, 192
카가, 62, 160
차가, 77, 167
아다, 44, 196
사아, 80, 175
파파, 99, 177
바자, 81, 188
마하, 79, 149
타사, 49, 168
카타, 81, 160
자나, 84, 156
바바, 64, 143
라바, 95, 148
자사, 54, 174
가마, 93, 143
가바, 85, 143
차사, 99, 147
바마, 58, 170
바나, 91, 165
자아, 80, 165
카하, 73, 194
다다, 48, 159
라카, 47, 152
가가, 77, 164
다바, 70, 198
가차, 99, 148
아바, 56, 149
카라, 96, 190
자아, 82, 175
바파, 68, 189
카파, 75, 187
타차, 60, 142
타바, 57, 169
마나, 92, 189
파다, 63, 185
하하, 78, 190
카차, 64, 165
사카, 57, 161
타마, 46, 146
라가, 77, 154
가하, 70, 174
다차, 83, 185
마마, 94, 152
아마, 67, 157
타나, 91, 172
나차, 83, 197
차아, 58, 182
자파, 90, 143
다카, 67, 180
나카, 64, 156
차나, 44, 150
아자, 81, 169
라나, 94, 158
마가, 94, 169
다타, 94, 199
하하, 75, 149
차라, 64, 174
카하, 87, 168
타다, 59, 199
가자, 78, 157
차카, 61, 195
자바, 80, 143
마타, 41, 148
타차, 75, 148
사카, 42, 188
마사, 46, 160
나자, 98, 142
나자, 46, 142
파타, 95, 143
파파, 86, 174
나타, 95, 180
차라, 41, 166
파하, 98, 193
마카, 61, 169
다마, 61, 153
차라, 68, 143
파자, 43, 180
카아, 74, 140
파카, 49, 181
아파, 78, 174
다차, 87, 185
다차, 85, 155
차자, 56, 154
사가, 87, 161
파라, 44, 178
카차, 89, 148
사사, 52, 198
타바, 96, 179
타다, 47, 152
파아, 75, 169
바파, 68, 194
다타, 80, 142
파가, 91, 140
바파, 42, 148
하타, 97, 193
차다, 52, 189
사가, 45, 162
타아, 53, 194
라자, 58, 170
타차, 60, 171
하아, 66, 150
카자, 50, 165
차다, 75, 183
가사, 69, 178
카차, 69, 193
바다, 67, 153
마다, 70, 165
나마, 85, 150
자나, 55, 171
가차, 93, 190
다다, 72, 172
나차, 44, 150
가마, 61, 143
다나, 96, 168
자가, 48, 183
마차, 93, 168
가라, 60, 178
자나, 96, 187
다하, 53, 184
가하, 90, 169
나아, 55, 165
마아, 73, 171
가차, 49, 190
차아, 97, 186
차사, 43, 170
타카, 54, 176
타나, 73, 182
사하, 56, 169
다가, 44, 141
하사, 98, 171
사자, 69, 181
마파, 60, 198
라자, 61, 165
가하, 45, 173
마바, 81, 171
바타, 92, 151
아다, 70, 196
가자, 67, 155
바사, 60, 143
아자, 68, 179
사차, 80, 184
다자, 99, 165
나아, 57, 177
마타, 96, 177
차마, 64, 169
차나, 52, 182
다가, 47, 174
라마, 92, 192
카카, 46, 157
아하, 65, 172
차파, 89, 179
나다, 52, 183
차아, 75, 140
차파, 82, 186
사아, 63, 193
나라, 90, 153
사사, 70, 151
라라, 67, 147
자아, 80, 188
나다, 50, 150
사나, 81, 183
아가, 69, 175
카파, 54, 180
나아, 60, 183
바가, 84, 142
차바, 75, 161
자나, 47, 192
하바, 99, 184
라하, 73, 191
라하, 40, 175
아자, 67, 146
아사, 92, 158
카마, 83, 150
파자, 49, 161
마나, 48, 153
타다, 93, 169
라파, 61, 183
타하, 49, 149
나자, 51, 186
사파, 44, 170
하라, 54, 179
자카, 44, 171
차자, 62, 142
자나, 89, 145
자나, 67, 163
자다, 95, 149
차아, 42, 147
다바, 41, 174
나라, 94, 182
라파, 96, 178
라하, 87, 193
차하, 74, 188
타다, 52, 174
가나, 94, 154
나나, 48, 199
다다, 67, 158
나가, 81, 192
타타, 87, 181
차사, 55, 157
마카, 80, 169
사자, 48, 189
카사, 71, 186
하라, 50, 183
카카, 95, 144
마카, 48, 199
라아, 47, 198
마차, 73, 196
자바, 47, 178
다차, 97, 170
사라, 59, 186
아바, 83, 149
차파, 53, 140
다차, 44, 143
아라, 56, 164
자자, 79, 193
자라, 72, 169
자타, 68, 197
나차, 80, 182
차자, 75, 166
바하, 95, 163
마타, 88, 170
하가, 73, 192
나라, 62, 176
다사, 58, 188
자카, 85, 166
다나, 40, 186
다바, 98, 175
사라, 98, 181
카차, 93, 187
하자, 41, 158
카카, 59, 145
사사, 54, 164
차바, 89, 162
자카, 96, 175
바바, 64, 181
차타, 51, 148
나바, 76, 198
자카, 50, 196
가사, 78, 182
파라, 40, 157
다다, 99, 177
바나, 70, 192
다자, 52, 149
다나, 69, 163
다사, 77, 199
카마, 53, 192
차타, 91, 156
파사, 75, 170
차차, 90, 160
카나, 45, 174
사다, 96, 184
아가, 59, 194
사다, 66, 199
타바, 78, 151
바아, 84, 155
마파, 60, 146
가사, 47, 187
타다, 68, 141
마마, 59, 184
마마, 61, 172
자마, 53, 165
아파, 71, 146
자라, 86, 147
마가, 98, 185
바카, 58, 195
자다, 51, 143
하하, 93, 145
마나, 62, 141
마다, 77, 146
카타, 72, 193
다바, 60, 190
마다, 91, 164
나타, 87, 144
마바, 73, 170
하바, 83, 163
바카, 89, 157
자자, 95, 163
다파, 58, 151
아하, 91, 182
타아, 51, 192
카하, 91, 195
자사, 83, 195
마다, 46, 145
카타, 57, 176
사아, 43, 160
카나, 64, 189
카라, 53, 167
자파, 58, 168
카파, 72, 199
나아, 83, 141
하카, 86, 183
다사, 54, 165
라타, 46, 162
가바, 63, 145
하파, 60, 148
나라, 95, 181
자타, 59, 149
라아, 93, 168
파차, 46, 198
아하, 81, 165
나마, 47, 176
마카, 50, 142
다마, 84, 187
사다, 69, 150
나다, 87, 160
파라, 51, 157
나카, 50, 149
라라, 89, 150
자하, 87, 195
바바, 51, 177
하타, 91, 185
가나, 83, 166
차마, 99, 148
자바, 95, 164
차마, 85, 176
마하, 57, 156
아카, 56, 148
차다, 81, 159
차바, 82, 144
다파, 92, 144
라나, 68, 188
타파, 85, 148
아나, 81, 184
다다, 52, 179
바차, 69, 177
아바, 79, 156
라바, 44, 188
나다, 98, 145
사차, 75, 198
라파, 74, 179
자파, 84, 194
가가, 83, 145
카파, 42, 145
라카, 74, 176
파마, 84, 174
가마, 70, 161
다차, 70, 196
파나, 54, 177
마자, 42, 190
마차, 88, 152
사타, 98, 161
사사, 47, 190
하파, 99, 181
하아, 46, 161
가다, 98, 198
카파, 70, 176
타가, 80, 160
타하, 85, 169
카바, 81, 167
파가, 41, 160
타나, 71, 157
바다, 91, 179
나다, 72, 194
타라, 55, 175
나가, 42, 169
사파, 86, 145
차타, 76, 195
사사, 81, 194
바가, 80, 193
사하, 45, 156
마마, 77, 185
가차, 70, 170
타사, 83, 191
타마, 77, 150
차사, 66, 141
타사, 78, 145
바바, 71, 170
자다, 90, 160
아아, 55, 182
카파, 48, 169
사아, 72, 179
사자, 66, 142
가자, 59, 153
자가, 41, 158
라차, 65, 157
나마, 62, 163
바라, 76, 149
아사, 65, 165
가마, 45, 174
아바, 58, 192
바가, 89, 178
차하, 49, 187
자나, 59, 167
다라, 66, 179
나자, 69, 177
사파, 71, 146
라라, 85, 152
나나, 41, 161
아타, 73, 174
다파, 56, 176
다라, 68, 143
다자, 78, 191
사마, 83, 152
자하, 82, 145
바가, 69, 195
마라, 81, 160
파사, 63, 189
사마, 40, 179
자하, 82, 142
사바, 73, 167
라파, 72, 155
바가, 71, 165
아카, 96, 144
타아, 98, 173
아바, 97, 141
타사, 48, 184
하자, 76, 171
마바, 75, 155
가가, 92, 156
마하, 49, 181
파타, 53, 185
파바, 94, 191
차카, 54, 184
다나, 44, 192
타자, 86, 177
파차, 71, 155
타아, 75, 151
라다, 93, 168
차카, 77, 163
파자, 92, 172
파아, 94, 170
카사, 41, 141
나타, 82, 174
파마, 66, 157
사파, 64, 140
가아, 62, 156
파파, 75, 192
마카, 55, 185
하파, 83, 168
다아, 87, 144
파라, 50, 159
타라, 89, 181
다자, 49, 197
차가, 85, 173
다카, 80, 150
하바, 52, 162
차바, 81, 140
카카, 56, 182
다사, 66, 198
라가, 75, 145
자카, 48, 171
마라, 70, 142
사자, 88, 182
차다, 55, 152
카다, 77, 195
나자, 47, 196
하카, 49, 147
나파, 55, 155
파파, 75, 143
바하, 95, 143
카아, 41, 153
다사, 89, 175
차가, 63, 195
차사, 42, 148
라카, 41, 173
나마, 41, 180
마자, 63, 181
자자, 60, 173
타파, 65, 181
카자, 86, 167
다바, 67, 191
나다, 49, 160
사자, 47, 163
다가, 80, 164
차타, 57, 143
아바, 90, 183
카타, 82, 161
타나, 81, 142
사하, 51, 190
사바, 48, 150
하타, 91, 173
사마, 94, 190
다차, 67, 175
카파, 98, 147
가라, 82, 181
파하, 71, 158
바라, 88, 173
파사, 92, 183
다바, 93, 153
카마, 64, 198
타나, 82, 154
바파, 83, 164
아가, 45, 144
자자, 97, 179
다아, 88, 146
가파, 64, 195
자아, 45, 184
하자, 41, 192
아라, 85, 152
파바, 89, 173
가파, 51, 173
자사, 78, 185
아하, 94, 155
사파, 45, 141
가바, 73, 143
바라, 66, 191
사자, 92, 186
자나, 92, 183
가사, 45, 179
다사, 53, 184
아타, 81, 160
파자, 96, 142
마사, 97, 166
자라, 55, 181
파마, 52, 177
아아, 89, 171
하다, 67, 169
라라, 73, 151
다카, 98, 193
파나, 47, 158
하파, 83, 174
마나, 46, 158
가사, 85, 163
타가, 51, 197
사아, 79, 175
하파, 94, 176
마자, 77, 145
사타, 98, 180
사다, 43, 158
카하, 55, 195
파하, 95, 167
하자, 83, 141
나마, 96, 143
사아, 68, 181
다라, 57, 156
카카, 58, 188
나카, 61, 163
가타, 63, 168
나카, 58, 199
다자, 62, 192
타타, 60, 164
가카, 63, 158
바하, 98, 177
라바, 70, 161
아마, 55, 140
사타, 47, 155
마가, 58, 192
다나, 83, 170
라가, 90, 150
가차, 87, 142
차자, 70, 189
자사, 95, 164
라가, 63, 159
차자, 48, 180
타차, 50, 171
바가, 76, 160
나자, 65, 196
자가, 44, 145
카라, 76, 168
하사, 71, 169
파라, 46, 156
라사, 75, 162
마다, 42, 164
가타, 66, 150
나가, 75, 196
자가, 62, 153
자타, 56, 161
라나, 71, 150
다마, 69, 147
자바, 41, 155
가아, 75, 187
하사, 74, 197
나카, 64, 199
가가, 83, 199
사가, 59, 172
아하, 94, 178
자바, 71, 146
카카, 51, 178
카바, 88, 194
마가, 45, 142
다아, 87, 197
아바, 54, 192
하카, 74, 197
사다, 75, 191
사차, 67, 161
바라, 54, 186
사가, 90, 144
자차, 71, 158
파아, 54, 173
자자, 71, 170
라마, 70, 190
라나, 55, 191
다하, 84, 158
다바, 70, 163
마자, 88, 184
자차, 61, 163
사사, 92, 194
사나, 89, 169
차가, 65, 185
파나, 89, 146
가사, 94, 156
자카, 47, 140
파사, 81, 154
하차, 86, 194
아파, 97, 153
나카, 48, 190
파마, 90, 175
타하, 47, 151
카사, 72, 190
가하, 41, 157
차파, 84, 186
아가, 53, 184
자다, 64, 150
차차, 53, 159
자하, 57, 153
라나, 83, 182
바사, 49, 146
가자, 71, 151
나가, 60, 158
사차, 97, 157
차하, 59, 148
파마, 68, 182
타아, 42, 189
사가, 84, 186
카나, 98, 175
아타, 65, 140
타다, 85, 177
파바, 85, 170
사나, 67, 174
나바, 52, 148
하가, 51, 182
마하, 61, 183
나파, 78, 189
카파, 65, 189
다하, 91, 163
바바, 43, 171
다아, 88, 178
카아, 92, 193
자다, 90, 142
나파, 93, 173
파사, 60, 168
바카, 57, 187
가가, 54, 185
가자, 52, 148
바라, 46, 183
가가, 85, 155
마사, 77, 158
마차, 98, 187
마타, 47, 159
자바, 54, 166
하바, 70, 191
바카, 83, 170
마사, 42, 162
사자, 88, 199
카타, 55, 146
라다, 85, 169
바나, 70, 153
다바, 52, 148
타카, 85, 172
가사, 44, 166
카타, 44, 193
차차, 85, 193
가가, 44, 173
타라, 85, 143
바사, 73, 176
사카, 45, 144
카가, 48, 197
라나, 69, 181
라아, 52, 168
가나, 42, 191
타차, 65, 195
자바, 81, 172
마마, 97, 149
파가, 97, 140
카하, 58, 187
파마, 52, 168
라파, 58, 143
마하, 48, 194
하아, 69, 172
타마, 50, 142
자라, 71, 194
하라, 43, 162
다나, 78, 168
가가, 60, 188
차가, 41, 186
나바, 86, 184
사타, 75, 176
다하, 94, 144
바하, 71, 189
자카, 80, 140
차하, 97, 156
카자, 41, 195
바사, 43, 156
아바, 83, 182
바마, 47, 151
파다, 83, 195
아자, 41, 184
카타, 66, 188
바하, 71, 159
사타, 68, 168
라파, 56, 191
가파, 86, 174
다타, 47, 167
가마, 42, 180
파하, 89, 192
카가, 75, 155
하라, 42, 161
나아, 74, 161
파가, 50, 174
하카, 87, 159
타하, 99, 183
파다, 57, 165
가다, 69, 157
카자, 40, 173
파파, 73, 151
나타, 86, 141
차나, 74, 162
다사, 44, 157
마라, 92, 140
마사, 75, 197
사카, 54, 165
바아, 83, 193
자라, 52, 182
가나, 46, 153
사파, 68, 180
차타, 93, 159
다차, 55, 172
하바, 51, 198
하파, 61, 143
바차, 68, 159
바사, 43, 171
카차, 52, 155
가다, 89, 169
타바, 75, 152
파아, 62, 184
아하, 46, 191
다다, 44, 168
라파, 51, 152
자다, 53, 187
타나, 77, 191
마타, 41, 147
라바, 78, 187
카다, 46, 165
카마, 55, 183
마차, 98, 197
타라, 42, 172
파마, 70, 183
타하, 98, 140
가가, 55, 186
타하, 56, 151
